Source,Chr,Position,Target,Chr,Position,conditioning_marker,Chr,Position,Effect,SE,|Effect|/SE,P_empirical,p_adjusted
D1Mit213_B,1,22.88,D12Mit46_B,12,15.67,NA,NA,NA,-1.59241625144884,0.774731320411572,2.05544323495645,0.00246127117417116,0.168633628963014
D4Mit166_B,4,43.27,D2Mit109_B,2,71.17,NA,NA,NA,-0.884687987629871,0.431096130331848,2.05218262327908,0.00246127117417116,0.168633628963014
D4Mit146_B,4,51.36,D1Mit37_B,1,84.93,NA,NA,NA,-1.1319592651203,0.554578811692682,2.04111524143041,0.00260605183147533,0.176257044651427
D12Mit204_B,12,39.74,D3Mit22_B,3,32.25,NA,NA,NA,-0.81378394107859,0.400796053314076,2.03041904816584,0.0027508324887795,0.176257044651427
D15Mit72_B,15,39.98,D14Mit195_B,14,44.17,NA,NA,NA,-1.4692117256585,0.724840671010982,2.02694438159671,0.0027508324887795,0.176257044651427
D1Mit46_B,1,39.16,D4Mit149_B,4,2.04,NA,NA,NA,-1.23516231628674,0.61227273395805,2.01734006396464,0.0027508324887795,0.176257044651427
D10Mit67_B,10,45.35,D1Mit213_B,1,22.88,NA,NA,NA,-0.744038614383857,0.368832467095507,2.01728069180849,0.0027508324887795,0.176257044651427
D12Mit231_B,12,50.87,D8Mit131_B,8,33.07,NA,NA,NA,-0.979212421995044,0.485464972087192,2.01706091746445,0.0027508324887795,0.176257044651427
D12Mit101_B,12,51.55,D8Mit131_B,8,33.07,NA,NA,NA,-0.979212421995044,0.485464972087192,2.01706091746445,0.0027508324887795,0.176257044651427
D12Mit262_B,12,60.56,D14Mit212_B,14,22.29,NA,NA,NA,-1.19152442043469,0.593252738779955,2.00846004164279,0.003185174460692,0.183967123409065
D1Mit211_B,1,10.59,D4Mit149_B,4,2.04,NA,NA,NA,-1.1620233496454,0.578639023194918,2.00820080061203,0.003185174460692,0.183967123409065
D2Mit109_B,2,71.17,D11Mit41_B,11,54.34,NA,NA,NA,-1.19639617109614,0.598896661673771,1.99766712299331,0.00332995511799627,0.183967123409065
D1Mit76_B,1,33.31,D12Mit46_B,12,15.67,NA,NA,NA,-1.49195007293019,0.754291459529834,1.97794904619516,0.00361951643260461,0.183967123409065
D2Mit148_B,2,100.49,D2Mit2_B,2,4.24,NA,NA,NA,-1.12781330344501,0.572461058643389,1.97011357614034,0.00361951643260461,0.183967123409065
D1Mit411_B,1,12.62,D12Mit132_B,12,57.68,NA,NA,NA,-0.764844299471069,0.388367537971134,1.96938267154532,0.00361951643260461,0.183967123409065
D15Mit159_B,15,41.96,D14Mit195_B,14,44.17,NA,NA,NA,-1.37028652601291,0.703701621427402,1.94725503578263,0.00419863906182139,0.192414452369563
D8Mit131_B,8,33.07,D5Mit98_B,5,76.99,NA,NA,NA,-1.30566177754636,0.67079059616488,1.94645211935176,0.00419863906182139,0.192414452369563
D17Mit73_B,17,50.3,D1Mit296_B,1,2.08,NA,NA,NA,-0.632733558296465,0.325238391406667,1.94544547942164,0.00419863906182139,0.192414452369563
D1Mit211_B,1,10.59,D8Mit131_B,8,33.07,NA,NA,NA,-1.00378079633233,0.51724240263503,1.9406390334951,0.00419863906182139,0.192414452369563
D1Mit76_B,1,33.31,D3Mit22_B,3,32.25,NA,NA,NA,-1.08753115319081,0.56054782704583,1.94012196768697,0.00419863906182139,0.192414452369563
D8Mit199_B,8,58.7,D4Mit311_B,4,75.29,NA,NA,NA,-1.1980095549094,0.620587752018276,1.93044344013112,0.00419863906182139,0.192414452369563
D12Mit150_B,12,62.59,D8Mit131_B,8,33.07,NA,NA,NA,-0.888672421769938,0.463175965944377,1.91864968631956,0.00434341971912555,0.195633792319428
D7Mit282_B,7,62.85,D10Mit268_B,10,70.15,NA,NA,NA,-0.730697177912783,0.382438156386271,1.91062833483269,0.00463298103373389,0.195633792319428
D15Mit13_B,15,1.84,D15Mit159_B,15,41.96,NA,NA,NA,-0.65468007353141,0.343035417833698,1.90849119215088,0.00463298103373389,0.195633792319428
D13Mit53_B,13,63.73,D1Mit200_B,1,63.84,NA,NA,NA,-1.36363519066501,0.719161682465399,1.89614550373465,0.00477776169103805,0.195633792319428
D10Mit67_B,10,45.35,D1Mit76_B,1,33.31,NA,NA,NA,-0.783364674658606,0.413459478336321,1.89465888606717,0.00477776169103805,0.195633792319428
D10Mit48_B,10,32.19,D13Mit53_B,13,63.73,NA,NA,NA,-0.624648337636157,0.330878887407183,1.8878458596467,0.00477776169103805,0.195633792319428
D6Mit275_B,6,24.55,D16Mit203_B,16,45.89,NA,NA,NA,-1.34859101697416,0.714997563102099,1.88614771094204,0.00477776169103805,0.195633792319428
D4Mit166_B,4,43.27,D11Mit41_B,11,54.34,NA,NA,NA,-1.06421289933755,0.565048800193728,1.88339998062589,0.00477776169103805,0.195633792319428
D13Mit53_B,13,63.73,D1Mit46_B,1,39.16,NA,NA,NA,-0.68548880462641,0.365236588983834,1.87683497574431,0.00477776169103805,0.195633792319428
D10Mit67_B,10,45.35,D1Mit200_B,1,63.84,NA,NA,NA,-1.22993398511543,0.655893083224095,1.87520499388344,0.00477776169103805,0.195633792319428
D10Mit67_B,10,45.35,D1Mit46_B,1,39.16,NA,NA,NA,-0.882814099786122,0.470808728938208,1.87510138517841,0.00477776169103805,0.195633792319428
D10Mit268_B,10,70.15,D6Mit123_B,6,27.76,NA,NA,NA,-0.820320610614372,0.437621604454555,1.87449751626592,0.00477776169103805,0.195633792319428
D15Mit13_B,15,1.84,D11Mit41_B,11,54.34,NA,NA,NA,-1.60678496189025,0.859169916907196,1.87015970912283,0.00477776169103805,0.195633792319428
D15Mit217_B,15,47.22,D10Mit48_B,10,32.19,NA,NA,NA,-1.25717583611861,0.675415499281169,1.86133696584783,0.00477776169103805,0.195633792319428
D1Mit123_B,1,17.67,D8Mit125_B,8,21.16,NA,NA,NA,-0.780718953992038,0.419965561019342,1.85900708643126,0.00477776169103805,0.195633792319428
D1Mit213_B,1,22.88,D12Mit262_B,12,60.56,NA,NA,NA,-0.737873966027457,0.397954463697733,1.85416682896642,0.00477776169103805,0.195633792319428
D8Mit199_B,8,58.7,pgm,0,1,NA,NA,NA,0.48458644592092,0.453646371714581,1.06820306770977,0,0
D13Mit54_B,13,28.71,pgm,0,2,NA,NA,NA,0.692689881991271,0.768656961769429,0.901169073388363,0,0
D15Mit180_B,15,15.74,D18Mit140_B,18,34.41,NA,NA,NA,0.902168892771537,1.40493972550207,0.642140638773053,0,0
D18Mit60_B,18,18.04,D1Mit411_B,1,12.62,NA,NA,NA,0.838999727040665,1.36974345900984,0.612523258659809,0,0
D13Mit54_B,13,28.71,D15Mit217_B,15,47.22,NA,NA,NA,0.741894726250454,1.21157631703903,0.612338418815886,0,0
D13Mit54_B,13,28.71,D15Mit159_B,15,41.96,NA,NA,NA,0.499706653689335,0.837751982671875,0.596485193739084,0,0
D6Mit1_B,6,6.68,D18Mit140_B,18,34.41,NA,NA,NA,0.519742882814845,0.877133238123139,0.592547243936365,0,0
D11Mit19_B,11,15.38,pgm,0,3,NA,NA,NA,0.424404892271859,0.729984470824621,0.581388932551447,0,0
D9Mit128_B,9,20.69,D15Mit159_B,15,41.96,NA,NA,NA,1.22143339166245,2.13383537741988,0.572412194767968,0,0
D15Mit13_B,15,1.84,D18Mit60_B,18,18.04,NA,NA,NA,0.878092891533685,1.56942911730376,0.559498279885508,0,0
D9Mit207_B,9,32.76,D15Mit159_B,15,41.96,NA,NA,NA,0.474116221005954,0.853637238068303,0.555407144700988,0,0
D9Mit207_B,9,32.76,D12Mit259_B,12,45.02,NA,NA,NA,1.27497461561285,2.30489862980343,0.553158650504983,0,0
D2Mit133_B,2,59.97,D15Mit159_B,15,41.96,NA,NA,NA,0.536557998314216,0.971998044633707,0.552015512043973,0,0
D2Mit120_B,2,19.38,D15Mit72_B,15,39.98,NA,NA,NA,1.5358270894883,2.79023516906283,0.550429263639504,0,0
D18Mit140_B,18,34.41,D15Mit180_B,15,15.74,NA,NA,NA,0.788398124641384,1.44116414006269,0.547056440501697,0,0
D18Mit60_B,18,18.04,D1Mit213_B,1,22.88,NA,NA,NA,1.01830957316798,1.8823230773839,0.540985543556769,0,0
D16Mit73_B,16,8.31,D1Mit211_B,1,10.59,NA,NA,NA,0.354304849504417,0.662083677561953,0.535136058344021,0.000321233536781262,0.0555734018631584
D18Mit60_B,18,18.04,D1Mit123_B,1,17.67,NA,NA,NA,1.09569014738449,2.09654547860258,0.522616923203977,0.000321233536781262,0.0555734018631584
D9Mit183_B,9,52.51,D13Mit53_B,13,63.73,NA,NA,NA,0.759140521621556,1.46167185801823,0.519364532782903,0.000321233536781262,0.0555734018631584
D13Mit53_B,13,63.73,D9Mit183_B,9,52.51,NA,NA,NA,0.704810253351235,1.36280336714495,0.517176777180849,0.000321233536781262,0.0555734018631584
D2Mit120_B,2,19.38,D1Mit46_B,1,39.16,NA,NA,NA,0.671263214372983,1.29823759474988,0.517057291429239,0.000321233536781262,0.0555734018631584
D4Mit149_B,4,2.04,D12Mit259_B,12,45.02,NA,NA,NA,1.23828995902505,2.41437064985182,0.512883123020506,0.000642467073562525,0.0793905740902263
D18Mit140_B,18,34.41,D1Mit411_B,1,12.62,NA,NA,NA,0.38643732512315,0.755897832548366,0.511229571621273,0.000642467073562525,0.0793905740902263
D3Mit203_B,3,10.82,pgm,0,4,NA,NA,NA,0.379347034132467,0.74404836280766,0.509841904229188,0.000642467073562525,0.0793905740902263
D16Mit73_B,16,8.31,D1Mit123_B,1,17.67,NA,NA,NA,0.411196229387364,0.810667959571149,0.507231381890177,0.000642467073562525,0.0793905740902263
D13Mit54_B,13,28.71,D15Mit29_B,15,34.16,NA,NA,NA,0.460720903785953,0.918546177689755,0.501576202673574,0.000642467073562525,0.0793905740902263
D15Mit22_B,15,15.1,D18Mit140_B,18,34.41,NA,NA,NA,0.462184991514637,0.921981773232302,0.501295150222221,0.000642467073562525,0.0793905740902263
D2Mit133_B,2,59.97,D15Mit72_B,15,39.98,NA,NA,NA,0.857237228319339,1.7357912663009,0.493859627572718,0.000642467073562525,0.0793905740902263
D9Mit207_B,9,32.76,D1Mit76_B,1,33.31,NA,NA,NA,0.656265490578843,1.33034577812179,0.493304448641444,0.000642467073562525,0.0793905740902263
D10Mit1_B,10,4.25,D1Mit211_B,1,10.59,NA,NA,NA,0.35903609964563,0.728844359419397,0.492610109422595,0.000642467073562525,0.0793905740902263
D10Mit1_B,10,4.25,pgm,0,5,NA,NA,NA,0.138756481802122,0.282302398962617,0.491517189765349,0.000642467073562525,0.0793905740902263
D2Mit133_B,2,59.97,D7Mit89_B,7,34.6,NA,NA,NA,0.601433157575017,1.23066049325809,0.488707617470326,0.000642467073562525,0.0793905740902263
D2Mit120_B,2,19.38,D3Mit78_B,3,48.81,NA,NA,NA,1.89165076856186,3.87284201466947,0.488439952209955,0.000642467073562525,0.0793905740902263
D8Mit131_B,8,33.07,D9Mit183_B,9,52.51,NA,NA,NA,1.26753446809614,2.59787010992592,0.48791294963253,0.000642467073562525,0.0793905740902263
D9Mit207_B,9,32.76,D15Mit72_B,15,39.98,NA,NA,NA,0.450030980505162,0.929194125573125,0.484323962151164,0.000642467073562525,0.0793905740902263
D9Mit128_B,9,20.69,D15Mit72_B,15,39.98,NA,NA,NA,1.17446889506774,2.43509545325323,0.482309181555358,0.000642467073562525,0.0793905740902263
D9Mit128_B,9,20.69,D10Mit268_B,10,70.15,NA,NA,NA,0.942932505756841,1.97929915003711,0.476397166006544,0.000642467073562525,0.0793905740902263
D6Mit9_B,6,37.74,D12Mit231_B,12,50.87,NA,NA,NA,1.39370763952333,2.94384264557815,0.473431432083088,0.00128493414712494,0.120158706731143
D6Mit9_B,6,37.74,D12Mit101_B,12,51.55,NA,NA,NA,1.39370763952333,2.94384264557815,0.473431432083088,0.00128493414712494,0.120158706731143
D6Mit123_B,6,27.76,D12Mit259_B,12,45.02,NA,NA,NA,1.0266235342648,2.19799959756158,0.467071757157607,0.00128493414712494,0.120158706731143
D2Mit133_B,2,59.97,D15Mit29_B,15,34.16,NA,NA,NA,0.913002687206068,1.98602920053153,0.459712620016723,0.00192740122068746,0.163572595680813
D15Mit42_B,15,55.72,D13Mit54_B,13,28.71,NA,NA,NA,1.71017382093047,3.74240464617387,0.456971915818591,0.00192740122068746,0.163572595680813
D15Mit13_B,15,1.84,D18Mit140_B,18,34.41,NA,NA,NA,1.40957827352011,3.08705854997485,0.456608856197947,0.00224863475746873,0.163572595680813
D18Mit140_B,18,34.41,D1Mit123_B,1,17.67,NA,NA,NA,0.331396307485027,0.730475505460342,0.453672032816737,0.00224863475746873,0.163572595680813
D13Mit54_B,13,28.71,D15Mit26_B,15,21.96,NA,NA,NA,0.499083868684522,1.11085748330441,0.449278036278716,0.0032123353678124,0.183967123409065
D6Mit123_B,6,27.76,D12Mit231_B,12,50.87,NA,NA,NA,1.33215660025097,2.97843010796324,0.447268041203743,0.0032123353678124,0.183967123409065
D6Mit123_B,6,27.76,D12Mit101_B,12,51.55,NA,NA,NA,1.33215660025097,2.97843010796324,0.447268041203743,0.0032123353678124,0.183967123409065
D15Mit29_B,15,34.16,D18Mit60_B,18,18.04,NA,NA,NA,0.346922088692437,0.78024415709816,0.444632728789268,0.0032123353678124,0.183967123409065
D2Mit109_B,2,71.17,D15Mit159_B,15,41.96,NA,NA,NA,1.25056905118151,2.81417013019058,0.444382888498934,0.0032123353678124,0.183967123409065
D4Mit149_B,4,2.04,D10Mit268_B,10,70.15,NA,NA,NA,1.08621416387422,2.45125984865801,0.443124854539142,0.0032123353678124,0.183967123409065
D17Mit247_B,17,5.53,D18Mit60_B,18,18.04,NA,NA,NA,0.504171939051518,1.13835443929386,0.442895395009189,0.0032123353678124,0.183967123409065
D12Mit262_B,12,60.56,D9Mit183_B,9,52.51,NA,NA,NA,1.38903956008039,3.16157158084098,0.43935097610882,0.0032123353678124,0.183967123409065
D2Mit120_B,2,19.38,D15Mit159_B,15,41.96,NA,NA,NA,1.63093656683381,3.7252466267823,0.437806333440677,0.0032123353678124,0.183967123409065
D15Mit159_B,15,41.96,D9Mit207_B,9,32.76,NA,NA,NA,1.21686293463226,2.79659641915212,0.435122825123688,0.00353356890459366,0.183967123409065
D16Mit73_B,16,8.31,D1Mit411_B,1,12.62,NA,NA,NA,0.294455876662924,0.677648386002936,0.434526050301326,0.00353356890459366,0.183967123409065
D8Mit125_B,8,21.16,D9Mit183_B,9,52.51,NA,NA,NA,2.00843617253672,4.66656413773944,0.430388635676106,0.00353356890459366,0.183967123409065
D18Mit140_B,18,34.41,D1Mit211_B,1,10.59,NA,NA,NA,0.482120864532397,1.12300990083869,0.429311321451697,0.00353356890459366,0.183967123409065
D15Mit180_B,15,15.74,D18Mit60_B,18,18.04,NA,NA,NA,0.286326536663825,0.671573002565915,0.426352065329967,0.00353356890459366,0.183967123409065
D2Mit120_B,2,19.38,D15Mit26_B,15,21.96,NA,NA,NA,1.00400109242709,2.36577263996856,0.424386128854898,0.00385480244137493,0.183967123409065
D18Mit140_B,18,34.41,D15Mit26_B,15,21.96,NA,NA,NA,0.659618657595887,1.5606480213137,0.42265690186865,0.00385480244137493,0.183967123409065
D16Mit73_B,16,8.31,D15Mit72_B,15,39.98,NA,NA,NA,0.678426660090483,1.60898606491459,0.421648561714856,0.00385480244137493,0.183967123409065
D19Mit46_B,19,29.06,D10Mit268_B,10,70.15,NA,NA,NA,0.48773202759411,1.15705043423341,0.421530482305424,0.00385480244137493,0.183967123409065
D13Mit54_B,13,28.71,D15Mit42_B,15,55.72,NA,NA,NA,1.13160629003677,2.69407135111885,0.420035753532219,0.00385480244137493,0.183967123409065
D15Mit72_B,15,39.98,D9Mit207_B,9,32.76,NA,NA,NA,1.0474846038783,2.49396685464986,0.420007427895573,0.00385480244137493,0.183967123409065
pgm,0,2,D8Mit199_B,8,58.7,NA,NA,NA,0.896197169449651,2.13582085709279,0.419603154671654,0.00385480244137493,0.183967123409065
D8Mit199_B,8,58.7,D15Mit26_B,15,21.96,NA,NA,NA,1.3498453710249,3.21760367286656,0.419518843295677,0.00385480244137493,0.183967123409065
D18Mit140_B,18,34.41,D1Mit213_B,1,22.88,NA,NA,NA,0.298094136561929,0.711843513429058,0.418763577862731,0.00385480244137493,0.183967123409065
D18Mit140_B,18,34.41,D15Mit22_B,15,15.1,NA,NA,NA,1.01397277314887,2.43127588978345,0.417053768932485,0.00385480244137493,0.183967123409065
D6Mit55_B,6,53.05,D7Mit89_B,7,34.6,NA,NA,NA,0.683621369276744,1.65449209888583,0.413191075217046,0.00385480244137493,0.183967123409065
D19Mit46_B,19,29.06,D9Mit207_B,9,32.76,NA,NA,NA,1.50117262309003,3.64103084245883,0.412293300453415,0.00385480244137493,0.183967123409065
D14Mit195_B,14,44.17,pgm,0,6,NA,NA,NA,0.331133720182629,0.8049585765186,0.411367404289005,0.00385480244137493,0.183967123409065
D13Mit54_B,13,28.71,D15Mit13_B,15,1.84,NA,NA,NA,0.671449914893654,1.63864783236277,0.409758522626237,0.00385480244137493,0.183967123409065
D6Mit9_B,6,37.74,D12Mit132_B,12,57.68,NA,NA,NA,1.49802925877225,3.66448026083177,0.408797196913328,0.00385480244137493,0.183967123409065
D2Mit120_B,2,19.38,D15Mit180_B,15,15.74,NA,NA,NA,1.30674256732239,3.19854990790781,0.408542184723057,0.00385480244137493,0.183967123409065
D18Mit140_B,18,34.41,D15Mit13_B,15,1.84,NA,NA,NA,0.576313961832973,1.41460587631485,0.407402493855258,0.00385480244137493,0.183967123409065
D6Mit9_B,6,37.74,D7Mit89_B,7,34.6,NA,NA,NA,0.652372250378276,1.60931969303847,0.405371445586779,0.00449726951493734,0.195633792319428
D9Mit207_B,9,32.76,D1Mit46_B,1,39.16,NA,NA,NA,2.97825554727901,7.36266882333766,0.404507607056663,0.00449726951493734,0.195633792319428
